Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,User,CARD INDEX,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6,1236,1,Debit,5675018091828270,11/2009,920,YES,2,$4252,04/1994,2019,No
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6,1236,2,Credit,4299407178052848,12/2020,725,YES,2,$9800,05/2009,2011,No
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6,1236,3,Debit,5605185522594083,07/2019,357,YES,2,$16732,07/2019,2019,No
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6,1236,4,Debit,4564887957887151,01/2023,17,YES,1,$13609,02/2020,2020,No
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard,53.0,Palm Coast,FL,32137,29.57,-81.21,$17142,$31805,$614,755,6,1236,5,Debit,5565606559185997,05/2013,576,YES,2,$17804,12/2009,2009,No
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,$120771,710,4,1237,0,Credit,4348372675855427,05/2023,727,YES,2,$6200,07/2009,2010,No
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,$120771,710,4,1237,1,Debit,4651206649559689,04/2023,125,YES,1,$30891,01/2004,2011,No
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,$120771,710,4,1237,2,Debit,5348564290163186,01/2024,732,YES,1,$31873,04/2017,2017,No
Barbara Phillips,43,58,1977,2,Female,973 River Street,,Seabrook,TX,77586,29.56,-95.02,$37415,$76288,$120771,710,4,1237,3,Credit,325342510254113,07/2024,179,YES,2,$15600,05/2010,2019,No
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,$36094,708,4,1238,0,Debit (Prepaid),5008439256687405,12/2022,26,YES,1,$110,07/2009,2012,No
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,$36094,708,4,1238,1,Debit,4422286262403261,05/2024,81,YES,2,$17405,03/2003,2003,No
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,$36094,708,4,1238,2,Debit (Prepaid),4249622290515029,12/2022,435,YES,2,$58,01/2020,2020,No
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,,Green Bay,WI,54302,44.52,-87.98,$16801,$34255,$36094,708,4,1238,3,Credit,5556924127105785,10/2011,777,YES,1,$9200,09/2007,2007,No
Zackary Lewis,24,65,1996,1,Male,34 Oak Boulevard,,Creswell,OR,97426,43.9,-123.02,$18364,$37443,$0,745,1,1239,0,Credit,4092157051011106,02/2020,223,YES,2,$11200,02/2020,2020,No
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,$0,754,4,1240,0,Debit,5131900662646656,12/2018,352,YES,1,$23206,09/2018,2018,No
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,$0,754,4,1240,1,Debit,4779183477104256,04/2020,0,YES,2,$35684,08/2010,2012,No
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,$0,754,4,1240,2,Debit (Prepaid),5792924047685794,11/2016,384,NO,1,$76,11/2016,2016,No
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,,Mesa,AZ,85213,33.44,-111.76,$25005,$50980,$0,754,4,1240,3,Debit,4529536293051711,07/2023,124,YES,2,$18270,01/2005,2011,No
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51.0,Navarre,FL,32566,30.36,-87.17,$20045,$29164,$19851,625,4,1241,0,Debit,5142418384827692,12/2020,69,YES,2,$6588,05/2007,2011,No
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51.0,Navarre,FL,32566,30.36,-87.17,$20045,$29164,$19851,625,4,1241,1,Credit,352313983770185,03/2021,46,YES,2,$12200,04/2011,2011,No
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51.0,Navarre,FL,32566,30.36,-87.17,$20045,$29164,$19851,625,4,1241,2,Debit,4636375740619751,09/2022,747,YES,1,$23083,02/2020,2020,No
Alexandria Bell,70,66,1949,10,Female,990 North Lane,51.0,Navarre,FL,32566,30.36,-87.17,$20045,$29164,$19851,625,4,1241,3,Debit,5923792663677656,02/2022,585,YES,1,$21497,11/2009,2009,No
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5,1242,0,Debit (Prepaid),5823790653455975,02/2021,850,YES,3,$29,06/2006,2012,No
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5,1242,1,Debit,5300232902137599,07/2022,711,YES,2,$20165,10/2010,2012,No
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5,1242,2,Credit,6237354607435107,05/2022,959,YES,2,$16300,11/2009,2011,No
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5,1242,3,Credit,6374995163580888,03/2020,743,YES,1,$11100,11/2009,2010,No
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,,Lebanon,PA,17042,40.34,-76.42,$20983,$30457,$19314,520,5,1242,4,Credit,4780949143263441,08/2023,540,YES,2,$7700,03/2014,2014,No
Winnie James,47,67,1973,1,Female,820 Second Lane,6200.0,Los Angeles,CA,90062,34.0,-118.3,$13614,$27763,$59691,691,1,1243,0,Credit,5150069202644467,01/2023,263,YES,2,$6000,07/2004,2010,No
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,,Chula Vista,CA,91910,32.63,-117.05,$20102,$40988,$89801,540,3,1244,0,Debit,5564349746173182,04/2023,547,YES,1,$2049,02/2020,2020,No
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,,Chula Vista,CA,91910,32.63,-117.05,$20102,$40988,$89801,540,3,1244,1,Credit,326339433819854,12/2022,719,NO,1,$7600,02/2020,2020,No
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,,Chula Vista,CA,91910,32.63,-117.05,$20102,$40988,$89801,540,3,1244,2,Debit,5172118224009293,01/2024,934,YES,1,$14670,01/2020,2020,No
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,$30595,643,4,1245,0,Credit,5124729225452111,01/2017,871,YES,2,$11600,08/2014,2014,No
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,$30595,643,4,1245,1,Debit,4066451880192964,04/2016,9,YES,1,$14960,04/2015,2015,No
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,$30595,643,4,1245,2,Credit,5534545928651524,09/2021,779,YES,2,$9600,04/2006,2015,No
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,,Clayton,NC,27520,35.64,-78.45,$22644,$38637,$30595,643,4,1245,3,Debit,5316533998904069,10/2020,61,YES,2,$17367,12/2007,2007,No
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,8873,40.49,-74.48,$32610,$66489,$45974,729,4,1246,0,Debit,5809911164005512,04/2013,820,YES,1,$21358,06/2006,2010,No
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,8873,40.49,-74.48,$32610,$66489,$45974,729,4,1246,1,Credit,4354830180585460,09/2022,729,YES,1,$16900,07/2007,2010,No
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,8873,40.49,-74.48,$32610,$66489,$45974,729,4,1246,2,Credit,5974259705472551,09/2022,587,YES,2,$8500,07/2004,2009,No
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,,Somerset,NJ,8873,40.49,-74.48,$32610,$66489,$45974,729,4,1246,3,Debit,4793775442106825,04/2013,996,YES,1,$28431,09/2008,2008,No
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,,Raymore,MO,64083,38.81,-94.45,$24981,$50936,$88447,681,3,1247,0,Debit,5571882432332667,07/2020,838,YES,2,$77,02/2008,2016,No
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,,Raymore,MO,64083,38.81,-94.45,$24981,$50936,$88447,681,3,1247,1,Debit,5828285674944288,08/2024,192,YES,1,$17360,01/2007,2010,No
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,,Raymore,MO,64083,38.81,-94.45,$24981,$50936,$88447,681,3,1247,2,Debit,5480672627250008,09/2021,129,YES,2,$4055,10/2009,2017,No
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2.0,Laurel,MT,59044,45.6,-108.68,$19625,$40012,$59472,849,4,1248,0,Debit,5052440378992955,09/2023,144,YES,2,$14216,02/2003,2010,No
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2.0,Laurel,MT,59044,45.6,-108.68,$19625,$40012,$59472,849,4,1248,1,Debit,4009658209741631,12/2023,357,NO,2,$19037,04/2003,2011,No
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2.0,Laurel,MT,59044,45.6,-108.68,$19625,$40012,$59472,849,4,1248,2,Debit,5195329982261769,01/2020,148,YES,1,$16028,08/2007,2011,No
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive,2.0,Laurel,MT,59044,45.6,-108.68,$19625,$40012,$59472,849,4,1248,3,Credit,6106487579112176,08/2010,762,YES,1,$14200,04/2005,2011,No
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8.0,Alta,IA,51002,42.67,-95.3,$16901,$34456,$54634,752,4,1249,0,Debit,4587822219584718,07/2023,49,YES,1,$12640,09/2006,2009,No
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8.0,Alta,IA,51002,42.67,-95.3,$16901,$34456,$54634,752,4,1249,1,Debit,5547459880579017,02/2020,116,YES,2,$16868,03/2010,2010,No
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8.0,Alta,IA,51002,42.67,-95.3,$16901,$34456,$54634,752,4,1249,2,Debit,5740589965857604,11/2022,40,YES,1,$11121,02/2013,2013,No
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard,8.0,Alta,IA,51002,42.67,-95.3,$16901,$34456,$54634,752,4,1249,3,Credit,4374571351357853,10/2020,674,YES,1,$10000,10/2009,2010,No
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5,1250,0,Debit (Prepaid),4356014925676102,07/2020,139,YES,2,$56,04/2001,2011,No
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5,1250,1,Debit,4439649579256628,01/2021,327,YES,2,$27376,03/2012,2012,No
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5,1250,2,Debit,5140694561445565,07/2019,960,YES,2,$32676,12/2012,2012,No
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5,1250,3,Debit,4096589319918041,04/2021,856,NO,1,$25658,07/2009,2009,No
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street,2695.0,La Porte,TX,77571,29.66,-95.04,$26170,$53357,$114266,690,5,1250,4,Credit,4796299187967541,05/2018,852,NO,2,$22800,08/2008,2011,No
Duncan Nguyen,28,65,1991,11,Male,914 George Street,5.0,Brooklyn,NY,11232,40.64,-73.94,$16985,$34629,$34484,721,3,1251,0,Credit,5610919224995166,06/2023,951,YES,2,$10700,02/2020,2020,No
Duncan Nguyen,28,65,1991,11,Male,914 George Street,5.0,Brooklyn,NY,11232,40.64,-73.94,$16985,$34629,$34484,721,3,1251,1,Credit,4733769586168380,02/2021,556,YES,2,$5100,04/2015,2015,No
Duncan Nguyen,28,65,1991,11,Male,914 George Street,5.0,Brooklyn,NY,11232,40.64,-73.94,$16985,$34629,$34484,721,3,1251,2,Credit,4520440445748141,01/2022,108,NO,1,$7200,02/2020,2020,No
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,$58895,768,4,1252,0,Debit,4098737153492414,03/2020,894,YES,1,$16740,12/2009,2011,No
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,$58895,768,4,1252,1,Debit,4711760668874166,02/2020,378,YES,1,$13841,01/2020,2020,No
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,$58895,768,4,1252,2,Debit,4969924078004898,12/2022,881,YES,1,$15638,09/2012,2012,No
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,,Purcell,OK,73080,35.01,-97.37,$18137,$36983,$58895,768,4,1252,3,Credit,332511890564170,05/2022,728,YES,1,$11400,06/2007,2007,No
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.2,$14528,$29621,$0,730,3,1253,0,Debit,5511781840326939,09/2022,876,YES,1,$12501,02/2014,2014,No
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.2,$14528,$29621,$0,730,3,1253,1,Debit (Prepaid),5872869557387766,01/2023,582,YES,1,$71,08/2014,2014,No
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,,South Gate,CA,90280,33.94,-118.2,$14528,$29621,$0,730,3,1253,2,Debit,5794165239075456,01/2011,465,YES,2,$11164,06/2009,2010,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,0,Debit,4048907303086785,09/2021,463,YES,2,$8365,08/2009,2009,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,1,Debit,4110479205142550,12/2021,951,YES,2,$17104,05/2009,2010,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,2,Credit,338367003904163,12/2013,279,YES,1,$2100,02/2007,2009,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,3,Debit,5683833994969618,04/2006,884,YES,1,$13634,01/2005,2011,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,4,Debit (Prepaid),5803099724523617,09/2020,930,YES,1,$63,04/2015,2015,No
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,,Clinton,MI,49236,42.06,-83.97,$20108,$41002,$97188,685,6,1254,5,Debit,5868327296481310,01/2023,32,YES,2,$18721,06/2005,2009,No
Dennis Rodriguez,52,69,1967,7,Male,7970 Little Creek Drive,6.0,Lincolnton,GA,30817,33.79,-82.47,$14717,$30011,$84166,589,1,1255,0,Credit,350866149120216,09/2023,265,YES,2,$3400,06/2004,2008,No
Rylie Cooper,32,72,1987,3,Female,4460 11th Avenue,1.0,Rockford,IL,61107,42.27,-89.06,$24589,$50137,$90747,679,1,1256,0,Debit,5729617930802602,11/2021,320,NO,1,$6824,02/2020,2020,No
Quinton Powell,21,66,1998,4,Male,724 Valley Stream Street,,Garland,TX,75044,32.91,-96.62,$27057,$55166,$70698,689,1,1257,0,Credit,4620214760209909,10/2022,406,YES,1,$20700,02/2020,2020,No
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,$691,714,4,1258,0,Credit,4683287791246500,05/2018,517,NO,1,$6200,05/2005,2013,No
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,$691,714,4,1258,1,Debit (Prepaid),4766664432411893,04/2021,545,YES,2,$31,02/2000,2014,No
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,$691,714,4,1258,2,Credit,4274713434654848,08/2021,743,YES,1,$1000,11/2003,2009,No
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,,Dinuba,CA,93618,36.52,-119.39,$13194,$17016,$691,714,4,1258,3,Debit (Prepaid),4226159572103725,10/2023,756,YES,2,$77,05/2004,2007,No
Valentino Jones,22,62,1997,7,Male,449 Washington Street,,Lexington,OK,73051,35.01,-97.33,$15966,$32557,$60053,637,2,1259,0,Debit (Prepaid),5119564246293765,06/2023,883,YES,2,$31,01/2020,2020,No
Valentino Jones,22,62,1997,7,Male,449 Washington Street,,Lexington,OK,73051,35.01,-97.33,$15966,$32557,$60053,637,2,1259,1,Debit,4913448302190851,06/2020,688,YES,1,$318,01/2020,2020,No
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,,Loganville,GA,30052,33.83,-83.89,$21556,$43954,$60913,744,3,1260,0,Debit,4946571800021795,04/2023,686,NO,1,$20709,02/2020,2020,No
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,,Loganville,GA,30052,33.83,-83.89,$21556,$43954,$60913,744,3,1260,1,Debit,5332075103527991,10/2022,561,YES,2,$20230,04/2007,2010,No
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,,Loganville,GA,30052,33.83,-83.89,$21556,$43954,$60913,744,3,1260,2,Debit,5299237121049630,10/2023,876,YES,2,$14749,04/2012,2012,No
Raylan Morris,56,59,1964,2,Male,438 Seventh Avenue,,Indianapolis,IN,46256,39.77,-86.14,$31114,$63439,$199706,786,2,1261,0,Debit,5855071426646203,09/2022,238,YES,3,$9171,02/1999,2005,No
Raylan Morris,56,59,1964,2,Male,438 Seventh Avenue,,Indianapolis,IN,46256,39.77,-86.14,$31114,$63439,$199706,786,2,1261,1,Credit,325450874784558,05/2018,496,YES,2,$17400,12/2013,2013,No
Darrell Howard,73,65,1947,1,Male,471 Ocean Boulevard,,Farmington,MO,63640,37.78,-90.42,$17707,$34067,$17902,628,1,1262,0,Debit,5821391213524439,10/2023,652,NO,2,$14475,06/2007,2009,No
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5,1263,0,Debit,5230397441824610,12/2020,954,YES,2,$15967,02/2007,2009,No
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5,1263,1,Debit,4901552848355257,08/2024,325,YES,1,$12250,03/2019,2019,No
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5,1263,2,Debit (Prepaid),4841863549456234,04/2024,875,YES,2,$63,11/2009,2009,No
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5,1263,3,Debit (Prepaid),5938011695949462,08/2023,234,YES,2,$66,04/2007,2010,No
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,,Lincoln,IL,62656,40.15,-89.36,$17510,$35699,$63264,687,5,1263,4,Credit,4719385621754821,09/2022,503,YES,1,$8500,05/2008,2014,No
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,,Westlake,OH,44145,41.45,-81.92,$36610,$74644,$204251,792,3,1264,0,Debit (Prepaid),5784144789342929,01/2024,653,NO,1,$65,07/2012,2012,No
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,,Westlake,OH,44145,41.45,-81.92,$36610,$74644,$204251,792,3,1264,1,Credit,6839227927848570,02/2020,968,YES,2,$16100,02/2020,2020,No
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,,Westlake,OH,44145,41.45,-81.92,$36610,$74644,$204251,792,3,1264,2,Debit,5837070772426672,12/2020,507,YES,1,$3313,01/2020,2020,No
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.9,-85.82,$20773,$42348,$6204,754,4,1265,0,Credit,4945782637783655,01/2020,709,YES,1,$10400,01/2020,2020,No
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.9,-85.82,$20773,$42348,$6204,754,4,1265,1,Debit,5848871754957968,06/2021,553,NO,2,$2117,02/2020,2020,No
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.9,-85.82,$20773,$42348,$6204,754,4,1265,2,Debit,4808969144268435,02/2020,997,YES,1,$11265,01/2020,2020,No
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,,Jenison,MI,49428,42.9,-85.82,$20773,$42348,$6204,754,4,1265,3,Debit,5718188955977060,02/2021,385,YES,3,$5618,01/2020,2020,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,0,Credit,376534551118716,06/2022,382,YES,2,$20800,10/2010,2013,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,1,Credit,335380246966517,11/2020,42,YES,3,$11700,02/2020,2020,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,2,Debit,4573117764811951,06/2022,178,YES,1,$33028,01/2020,2020,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,3,Debit,4703890283144405,04/2024,233,YES,1,$19830,12/2013,2013,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,4,Debit,5663749194216135,02/2019,176,YES,1,$22482,07/2015,2015,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,5,Credit,4018902833542405,08/2023,755,YES,1,$22400,10/2002,2010,No
Kiera Wood,89,69,1931,1,Female,796 West Lane,,Torrance,CA,90503,33.84,-118.35,$31496,$68010,$0,704,7,1266,6,Debit (Prepaid),4850287414377343,10/2024,123,YES,1,$62,05/2010,2012,No
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.1,$38514,$60652,$0,688,4,1267,0,Debit,5506105334909341,01/2008,72,YES,2,$27723,07/2007,2010,No
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.1,$38514,$60652,$0,688,4,1267,1,Credit,5542832924202774,03/2023,210,NO,1,$31800,08/2008,2012,No
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.1,$38514,$60652,$0,688,4,1267,2,Debit,5383684382213654,03/2018,931,YES,1,$16028,02/2009,2009,No
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,,Saint Paul,MN,55123,44.94,-93.1,$38514,$60652,$0,688,4,1267,3,Debit,5085756475637529,01/2021,35,YES,2,$25411,07/2002,2013,No
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,,Los Angeles,CA,90022,34.02,-118.15,$13485,$27494,$44258,702,3,1268,0,Debit,4939717188461311,10/2023,395,NO,1,$11912,01/2014,2014,No
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,,Los Angeles,CA,90022,34.02,-118.15,$13485,$27494,$44258,702,3,1268,1,Debit,5174537590358880,12/2024,473,YES,2,$13064,09/2017,2017,No
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,,Los Angeles,CA,90022,34.02,-118.15,$13485,$27494,$44258,702,3,1268,2,Debit,5693986376592853,10/2016,390,YES,2,$8912,10/2015,2015,No
Juan Edwards,31,67,1988,4,Male,8446 Catherine Drive,698.0,Bakersfield,CA,93306,35.43,-118.83,$19023,$38788,$77448,716,1,1269,0,Debit,5609582366095384,01/2020,292,YES,2,$15962,02/2008,2013,No
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4.0,Saint Charles,IL,60174,41.92,-88.3,$33847,$69007,$52218,720,4,1270,0,Credit,4048254149559977,11/2020,440,YES,1,$18200,02/2005,2014,No
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4.0,Saint Charles,IL,60174,41.92,-88.3,$33847,$69007,$52218,720,4,1270,1,Debit,5119838138946124,08/2016,162,YES,2,$3450,07/2006,2014,No
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4.0,Saint Charles,IL,60174,41.92,-88.3,$33847,$69007,$52218,720,4,1270,2,Debit,4698652103391033,05/2021,88,YES,1,$3450,09/2008,2016,No
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard,4.0,Saint Charles,IL,60174,41.92,-88.3,$33847,$69007,$52218,720,4,1270,3,Debit,5631140574725941,11/2023,370,YES,1,$39598,12/1999,2006,No
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,$6197,693,5,1271,0,Debit,5041427711902777,01/2022,748,YES,1,$36502,02/2016,2016,No
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,$6197,693,5,1271,1,Credit,4757921989009514,10/2023,921,YES,1,$14900,05/2006,2014,No
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,$6197,693,5,1271,2,Credit,5871669086673415,09/2020,698,YES,1,$11800,10/2012,2012,No
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,$6197,693,5,1271,3,Credit,333081160230544,06/2024,480,YES,1,$14000,02/2010,2012,No
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,,Newport,RI,2840,41.47,-71.3,$24194,$49328,$6197,693,5,1271,4,Credit,4897401691817585,05/2022,951,YES,2,$16000,08/2008,2009,No
Maggie Faraday,65,61,1954,12,Female,35187 West Lane,,Santa Barbara,CA,93109,34.4,-119.72,$33097,$35404,$30887,575,3,1272,0,Debit,5075163198448769,10/2022,30,YES,2,$32557,03/2008,2008,No
Maggie Faraday,65,61,1954,12,Female,35187 West Lane,,Santa Barbara,CA,93109,34.4,-119.72,$33097,$35404,$30887,575,3,1272,1,Debit,5471442279898272,02/2021,537,NO,1,$21820,12/2011,2011,No
