User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1101,6,Visa,Credit,4845860911762390,Dec-23,234,YES,1,"$20,700.00",Sep-04,2012,No
1102,0,Mastercard,Debit,5445576229804920,Nov-21,764,YES,1,"$20,467.00",Feb-18,2018,No
1102,1,Visa,Debit,4127768354829500,Apr-20,462,YES,1,"$16,109.00",Jan-11,2011,No
1102,2,Amex,Credit,388934759336158,Dec-24,161,YES,1,"$13,900.00",Jul-05,2012,No
1102,3,Visa,Credit,4066658055142800,Jan-22,743,YES,1,"$4,400.00",Feb-20,2020,No
1103,0,Amex,Credit,343322895436234,Feb-24,863,YES,2,"$20,400.00",Mar-07,2010,No
1103,1,Mastercard,Debit,5245186032047230,May-23,952,YES,2,"$18,074.00",Oct-14,2014,No
1103,2,Mastercard,Debit,5257903366583680,May-24,911,YES,1,"$37,778.00",Feb-20,2020,No
1104,0,Mastercard,Debit,5568241893888010,Jan-15,382,YES,2,"$26,822.00",Oct-01,2007,No
1104,1,Visa,Credit,4599206670491660,Oct-06,819,YES,2,"$15,000.00",May-98,2008,No
1105,0,Mastercard,Debit,5638911805485520,Feb-23,857,YES,1,"$8,451.00",Feb-10,2010,No
1105,1,Mastercard,Debit (Prepaid),5456998274620240,Jul-21,314,YES,2,$26.00,Nov-10,2017,No
1106,0,Visa,Debit,4556097032146110,Dec-20,779,YES,1,"$20,661.00",Feb-10,2010,No
1106,1,Visa,Debit,4558358311758350,Aug-18,143,YES,2,"$16,523.00",Aug-11,2011,No
1106,2,Discover,Credit,6544507337530470,Sep-23,953,YES,2,"$16,600.00",Jan-20,2020,No
1106,3,Mastercard,Credit,5388982948934430,Sep-23,283,YES,2,"$14,300.00",Sep-10,2010,No
1107,0,Mastercard,Debit,5263958724423360,Jan-20,206,YES,2,"$6,824.00",Jan-20,2020,No
1107,1,Mastercard,Debit,5690113878914790,Jul-23,318,YES,1,"$10,589.00",Sep-06,2015,No
1107,2,Amex,Credit,347615356543698,Oct-20,081,YES,2,"$8,600.00",Sep-13,2013,No
1107,3,Visa,Debit,4389969412017990,Dec-20,347,YES,1,"$26,982.00",Jun-08,2008,No
1108,0,Visa,Credit,4222289017221450,Feb-20,875,YES,2,"$15,000.00",Feb-20,2020,No
1109,0,Amex,Credit,378670171942097,Apr-23,589,YES,2,"$8,100.00",Nov-04,2011,No
1109,1,Visa,Debit,4869825437648360,Feb-22,137,YES,1,"$26,471.00",Nov-11,2011,No
1109,2,Visa,Debit,4930515907295210,Aug-22,813,NO,1,"$37,656.00",Sep-06,2010,No
1109,3,Mastercard,Debit,5080123024859100,Aug-22,528,YES,2,"$27,947.00",Dec-09,2011,No
1109,4,Mastercard,Debit,5940844230264570,Jan-24,441,YES,1,"$29,465.00",May-10,2010,No
1109,5,Visa,Debit,4067511304922460,Jul-20,377,YES,1,"$21,070.00",Jun-15,2015,No
1109,6,Mastercard,Debit,5355091629499190,Jan-21,945,YES,2,"$27,537.00",Mar-19,2019,No
1110,0,Mastercard,Debit,5650667533582380,Apr-22,228,YES,2,"$13,404.00",Oct-02,2018,No
1110,1,Visa,Credit,4051794996672540,Oct-24,375,YES,2,"$2,400.00",Jan-13,2013,No
1111,0,Visa,Debit,4288810793226670,Feb-15,453,YES,1,"$3,016.00",May-10,2011,No
1111,1,Visa,Debit,4179498334263770,Oct-20,254,YES,2,"$32,809.00",Nov-08,2010,No
1111,2,Mastercard,Debit,5146650564715210,Aug-24,331,YES,2,"$16,519.00",Oct-98,2015,No
1111,3,Visa,Debit,4575344947327710,Dec-16,350,NO,2,"$28,759.00",Aug-07,2014,No
1111,4,Discover,Credit,6242287666379860,Jan-22,946,YES,1,"$12,300.00",Oct-03,2010,No
1112,0,Visa,Credit,4470331095113770,Mar-12,388,YES,2,"$4,900.00",Aug-04,2010,No
1113,0,Visa,Debit,4313544946550440,Jul-24,107,YES,1,"$8,980.00",Feb-20,2020,No
1113,1,Mastercard,Debit,5266232958018510,Feb-20,481,YES,1,"$3,402.00",Feb-20,2020,No
1113,2,Visa,Credit,4405672576511690,Dec-22,400,YES,2,"$8,800.00",Jan-20,2020,No
1114,0,Visa,Debit,4474303260979460,Oct-21,877,YES,2,"$34,877.00",Feb-10,2012,No
1115,0,Visa,Credit,4892675252828860,Feb-24,823,YES,1,"$9,900.00",Oct-04,2014,No
1115,1,Mastercard,Debit,5253054637336990,May-20,162,YES,2,"$11,382.00",Jun-06,2009,No
1115,2,Visa,Credit,4019889574171570,Aug-23,866,YES,1,"$7,500.00",May-07,2009,No
1115,3,Mastercard,Debit (Prepaid),5503241746944920,Feb-20,950,YES,1,$72.00,Jan-20,2020,No
1116,0,Mastercard,Debit,5925067526898300,Dec-20,442,YES,1,"$26,764.00",Nov-09,2014,No
1116,1,Mastercard,Debit,5820539169400550,Oct-10,359,YES,1,"$32,035.00",May-10,2014,No
1117,0,Mastercard,Debit,5914363154867760,Dec-14,861,YES,1,"$11,906.00",Sep-13,2013,No
1117,1,Visa,Credit,4648780918814870,Jun-20,520,YES,2,"$7,000.00",Nov-05,2018,No
1117,2,Mastercard,Debit,5885105668024930,Dec-14,750,YES,2,"$6,993.00",Aug-05,2016,No
1117,3,Visa,Debit,4071964441964380,Mar-13,333,YES,2,"$1,513.00",Apr-94,2019,No
1118,0,Mastercard,Debit,5811894674904850,Jun-22,745,YES,1,"$18,204.00",Feb-13,2013,No
1118,1,Mastercard,Debit,5448937090820050,Jan-17,848,YES,1,"$20,067.00",Apr-16,2016,No
1118,2,Visa,Credit,4036090740222570,Dec-20,776,YES,1,"$14,400.00",Feb-05,2012,No
1119,0,Mastercard,Debit,5479410872087390,Feb-20,738,YES,1,"$11,355.00",Feb-20,2020,No
1119,1,Visa,Debit,4219340435245390,Jul-23,098,YES,1,"$10,448.00",Oct-19,2019,No
1119,2,Visa,Debit,4376981113186960,Dec-24,050,YES,1,"$11,573.00",Jan-20,2020,No
1120,0,Mastercard,Debit (Prepaid),5383108155927180,May-21,298,YES,1,$83.00,May-08,2011,No
1121,0,Visa,Debit,4261622382091220,Mar-23,482,NO,1,"$30,903.00",Jun-99,2008,No
1121,1,Visa,Debit (Prepaid),4303264440429380,Jun-21,041,YES,1,$91.00,Sep-15,2015,No
1121,2,Visa,Debit (Prepaid),4822827268715840,Jun-20,941,YES,1,$62.00,Oct-14,2014,No
1122,0,Mastercard,Debit,5779613966623140,Dec-24,870,YES,2,"$1,936.00",May-01,2010,No
1122,1,Visa,Credit,4243024246722810,Jan-22,583,YES,1,"$9,100.00",Mar-04,2010,No
1122,2,Visa,Debit,4305528629844060,Jan-21,143,NO,2,"$25,726.00",Aug-11,2011,No
1122,3,Discover,Credit,6955304802437570,Mar-20,792,YES,1,"$12,200.00",Jan-05,2013,No
1122,4,Visa,Credit,4369343670589370,Oct-22,814,YES,2,$400.00,Jul-11,2011,No
1123,0,Mastercard,Debit,5359861682152630,Feb-21,722,YES,2,"$20,042.00",Aug-02,2006,No
1123,1,Visa,Credit,4745779615480430,Jul-16,502,YES,1,"$7,700.00",Sep-09,2009,No
1123,2,Visa,Debit (Prepaid),4329819283337920,Dec-24,529,NO,2,$60.00,Jan-12,2012,No
1124,0,Mastercard,Debit,5190461528175420,Feb-20,004,YES,2,"$18,725.00",Feb-20,2020,No
1125,0,Visa,Credit,4389517849777060,May-21,053,YES,1,"$11,100.00",Feb-20,2020,No
1125,1,Mastercard,Debit,5000442144363520,Jun-22,674,YES,2,$38.00,Jan-20,2020,No
1126,0,Mastercard,Debit,5649821845348820,Apr-20,169,YES,1,"$14,185.00",Oct-06,2006,No
1126,1,Visa,Debit,4308765406643900,Aug-11,699,YES,1,"$16,094.00",Jan-08,2010,No
1126,2,Mastercard,Debit,5957544477315190,Jul-21,463,YES,1,"$26,819.00",Feb-20,2020,No
1126,3,Amex,Credit,338659584396426,Oct-21,068,YES,2,"$14,600.00",Apr-04,2013,No
1126,4,Visa,Credit,4289189526229150,Feb-21,488,YES,2,"$5,800.00",Dec-11,2011,No
1126,5,Mastercard,Debit,5704958659332150,Apr-16,568,YES,1,"$16,789.00",Sep-13,2013,No
1126,6,Mastercard,Debit,5673842014857950,Sep-20,763,YES,1,"$14,213.00",Aug-13,2013,No
1127,0,Visa,Credit,4344540573987350,Jan-21,594,YES,2,"$6,400.00",Sep-18,2018,No
1128,0,Visa,Debit,4628407111158550,Apr-20,458,YES,1,"$18,373.00",Jan-20,2020,No
1129,0,Mastercard,Debit,5517224248010480,Dec-24,348,YES,1,"$16,203.00",Aug-10,2010,No
1129,1,Amex,Credit,399097109736535,Dec-23,311,YES,2,"$16,500.00",Apr-06,2016,No
1129,2,Mastercard,Debit,5481971913958210,Jul-23,008,YES,1,"$19,962.00",Aug-09,2012,No
1129,3,Mastercard,Debit (Prepaid),5402354343498410,Feb-20,437,YES,2,$52.00,Sep-06,2011,No
1129,4,Visa,Debit,4493414838028910,Feb-20,504,YES,2,"$2,045.00",Feb-09,2014,No
1129,5,Visa,Debit,4874919817321910,Feb-23,392,YES,2,"$21,607.00",Feb-10,2018,No
1130,0,Mastercard,Debit,5988252449836290,Jan-15,438,YES,2,"$18,109.00",Nov-07,2010,No
1130,1,Mastercard,Debit,5874992802287590,May-20,256,YES,1,"$14,802.00",Jan-06,2008,No
1130,2,Mastercard,Credit,5744954381314390,Jun-22,501,YES,1,"$7,600.00",Apr-11,2011,No
1131,0,Discover,Credit,6566463560968460,Jun-21,495,YES,1,"$9,000.00",Dec-06,2006,No
1131,1,Mastercard,Debit (Prepaid),5231994842307040,May-23,580,YES,1,$63.00,Oct-07,2013,No
1131,2,Mastercard,Debit,5049088411909570,Nov-22,311,YES,2,"$7,784.00",Dec-10,2014,No
1132,0,Mastercard,Debit,5916336011141360,Nov-09,356,YES,1,"$29,761.00",Aug-08,2010,No
1132,1,Mastercard,Debit (Prepaid),5337733184380400,Apr-23,710,YES,1,$64.00,Dec-09,2011,No
1133,0,Visa,Credit,4182511939315930,Nov-20,806,YES,2,"$9,000.00",Jun-07,2009,No
1133,1,Mastercard,Debit,5168890534725780,Oct-24,731,YES,2,"$14,716.00",Dec-03,2012,No
1134,0,Mastercard,Debit,5057040773022390,Sep-15,546,YES,1,"$23,395.00",May-10,2020,No
1135,0,Mastercard,Debit,5867658090755000,Feb-24,205,YES,1,"$9,883.00",Nov-06,2010,No
1135,1,Mastercard,Debit,5129159719934930,Feb-20,886,NO,1,"$8,993.00",May-19,2019,No
1135,2,Visa,Credit,4893597498035430,Apr-20,242,YES,2,"$7,900.00",Nov-10,2015,No
1135,3,Mastercard,Debit (Prepaid),5879022986680560,Oct-22,616,YES,2,$13.00,Jul-11,2014,No
1136,0,Visa,Credit,4150374459354980,May-23,806,YES,1,"$9,400.00",Jul-08,2012,No
1136,1,Visa,Credit,4678217870259690,Nov-24,760,YES,2,"$8,000.00",Oct-19,2019,No
1136,2,Mastercard,Debit,5411021821466200,Jan-21,274,YES,1,"$17,527.00",Jun-01,2005,No
1136,3,Mastercard,Debit,5266997540698930,Feb-22,791,YES,1,"$11,818.00",Dec-13,2013,No
1137,0,Visa,Credit,4522988269777230,Dec-23,288,YES,2,"$11,600.00",Mar-15,2015,No
1138,0,Visa,Credit,4814923765143600,Sep-21,535,YES,1,"$12,600.00",Jan-20,2020,No
1139,0,Mastercard,Debit,5428995792004090,Jan-21,800,NO,1,"$13,896.00",Oct-10,2010,No
1139,1,Mastercard,Credit,5623379608463300,Jan-24,922,YES,1,"$16,400.00",Apr-11,2011,No
1139,2,Mastercard,Debit,5957565102001210,Mar-15,686,YES,2,"$29,717.00",Apr-08,2008,No
1139,3,Visa,Debit,4342002053844650,Apr-24,263,YES,1,"$17,431.00",Jan-20,2020,No
1140,0,Mastercard,Debit,5059695419276530,Mar-22,447,YES,2,"$11,584.00",Nov-08,2012,No
1140,1,Mastercard,Credit,5773848829447490,Jul-16,833,YES,2,"$9,000.00",Feb-15,2015,No
1140,2,Mastercard,Credit,5573389122398760,Feb-20,526,YES,1,"$7,400.00",Oct-08,2009,No
1140,3,Mastercard,Debit,5589655270470540,Sep-17,213,YES,2,"$13,829.00",Mar-10,2016,No
1140,4,Mastercard,Debit,5121416562354070,Apr-24,857,YES,2,"$4,589.00",Apr-99,2011,No
1141,0,Visa,Credit,4986044513118660,Mar-22,231,YES,2,"$9,000.00",Sep-09,2011,No
1141,1,Mastercard,Credit,5207616824194250,May-22,511,YES,2,"$9,900.00",Nov-11,2011,No
1141,2,Mastercard,Debit,5298309501417980,Aug-21,208,YES,1,"$11,153.00",Mar-11,2011,No
1141,3,Mastercard,Debit,5234825249935940,Apr-18,625,NO,1,"$10,671.00",Oct-16,2016,No
1141,4,Mastercard,Debit,5887429452492050,Oct-24,119,NO,1,"$12,470.00",Jul-16,2016,No
1142,0,Mastercard,Credit,5867570165176430,Mar-23,549,YES,2,"$8,700.00",Feb-20,2020,No
1143,0,Discover,Credit,6994498161251210,Apr-24,477,YES,1,"$7,200.00",Jan-13,2013,No
1144,0,Amex,Credit,307803547813264,Apr-21,018,YES,2,"$4,700.00",Dec-13,2013,No
1144,1,Amex,Credit,390245051618518,Jul-12,198,YES,2,"$10,400.00",Dec-10,2013,No
1144,2,Mastercard,Credit,5270343966236910,Aug-22,997,YES,1,"$9,400.00",Dec-16,2016,No
1144,3,Mastercard,Debit,5633930742392350,Feb-20,560,YES,1,"$27,290.00",Jan-20,2020,No
1145,0,Visa,Debit (Prepaid),4395456828660430,Jan-20,402,YES,1,$68.00,Jan-20,2020,No
1145,1,Visa,Debit,4012324054921740,May-20,701,YES,2,"$41,713.00",Jan-20,2020,No
1146,0,Amex,Credit,314281190779481,Mar-23,430,YES,1,"$17,200.00",Mar-10,2015,No
1146,1,Visa,Debit,4604354040195930,May-20,401,YES,1,"$23,018.00",Jul-10,2018,No
1146,2,Mastercard,Debit (Prepaid),5423661517740490,Apr-22,925,YES,1,$2.00,Feb-20,2020,No
1146,3,Mastercard,Credit,5572404956005530,Dec-24,905,YES,3,"$23,500.00",Apr-12,2012,No
1147,0,Amex,Credit,356195833030022,Feb-22,538,YES,1,"$5,300.00",Jul-16,2016,No
1147,1,Mastercard,Debit,5197164080750340,Dec-22,636,NO,2,"$12,738.00",Jan-20,2020,No
1147,2,Visa,Credit,4773629437759090,Jun-22,576,YES,1,"$8,700.00",Jan-20,2020,No
1147,3,Visa,Debit,4361605243954250,May-21,833,YES,2,"$5,752.00",Jan-20,2020,No
1148,0,Mastercard,Debit,5965080957028590,Nov-20,934,YES,1,"$15,416.00",Mar-14,2014,No
1148,1,Mastercard,Debit (Prepaid),5974769461650560,May-23,718,YES,1,$73.00,Jan-20,2020,No
1148,2,Mastercard,Credit,5298746204483250,Oct-22,840,YES,1,"$15,700.00",Jan-20,2020,No
1149,0,Mastercard,Credit,5302098419670470,May-21,517,YES,1,"$10,100.00",Feb-20,2020,No
1149,1,Amex,Credit,362698516441740,Jul-24,439,YES,2,$0.00,Dec-13,2013,No
1149,2,Visa,Credit,4010376046923240,Jul-22,312,YES,1,"$11,000.00",Jan-20,2020,No
1150,0,Mastercard,Credit,5718500802654430,Dec-24,293,YES,1,"$18,300.00",Jul-06,2008,No
1150,1,Mastercard,Debit,5481724154378260,Apr-23,952,YES,2,"$19,959.00",Jul-03,2013,No
1150,2,Visa,Credit,4304215035213800,Oct-20,370,YES,2,"$24,300.00",Jan-17,2017,No
1150,3,Visa,Credit,4395260796436240,Jul-21,152,NO,2,"$18,900.00",Oct-09,2013,No
1151,0,Visa,Debit,4890865865158490,Nov-14,441,YES,1,"$14,574.00",Sep-14,2014,No
1151,1,Mastercard,Credit,5702377806791440,Aug-21,548,YES,2,"$14,100.00",Feb-10,2010,No
1151,2,Visa,Debit,4867627629631260,Dec-12,333,YES,2,"$23,737.00",Dec-04,2010,No
1152,0,Mastercard,Credit,5946485614560580,Apr-21,261,YES,1,"$11,800.00",Apr-10,2013,No
1152,1,Mastercard,Debit,5118758087775710,Jun-22,993,YES,2,"$27,594.00",May-11,2011,No
1152,2,Visa,Credit,4126905879157830,Mar-23,238,YES,2,"$15,300.00",Sep-06,2010,No
1153,0,Visa,Credit,4840341118663090,Apr-24,876,YES,1,"$4,800.00",Jan-20,2020,No
1154,0,Mastercard,Debit,5004479479624200,Jun-24,206,YES,1,"$34,319.00",Jun-01,2013,No
1154,1,Visa,Debit,4169042875650880,Apr-13,941,YES,2,"$10,831.00",Jul-06,2011,No
1154,2,Visa,Debit,4138363239181100,Mar-23,048,YES,1,"$20,475.00",Jan-10,2015,No
1154,3,Mastercard,Credit,5570191239646200,Mar-15,625,NO,2,"$6,500.00",Nov-08,2011,No
1155,0,Mastercard,Debit,5134306678651090,Feb-20,796,YES,2,"$17,614.00",Dec-10,2013,No
1156,0,Mastercard,Debit,5260369873454700,Dec-20,963,YES,2,"$51,133.00",Dec-12,2012,No
1156,1,Mastercard,Debit (Prepaid),5893866156194790,Jul-24,421,YES,1,$115.00,Jan-20,2020,No
1156,2,Mastercard,Debit (Prepaid),5771619649186810,Sep-20,504,YES,1,$54.00,Mar-14,2014,No
1156,3,Mastercard,Debit,5852720136795700,Aug-23,035,YES,2,"$32,036.00",Jun-14,2014,No
1157,0,Visa,Debit,4426138047544530,Jun-20,937,YES,2,"$13,593.00",Oct-06,2006,No
1157,1,Mastercard,Debit,5499461944095270,Feb-22,035,YES,2,"$13,343.00",May-08,2011,No
1157,2,Mastercard,Debit,5088684137633760,May-24,987,YES,2,"$6,103.00",Jul-06,2008,No
1157,3,Mastercard,Debit,5879315999568100,Jun-16,459,YES,1,"$2,646.00",Jul-09,2015,No
1157,4,Amex,Credit,317788535363713,Aug-21,583,YES,1,"$9,200.00",Aug-18,2018,No
1158,0,Amex,Credit,308645722065737,Jun-21,218,YES,2,"$21,200.00",Jan-20,2020,No
1158,1,Mastercard,Credit,5741278205602110,Jan-24,414,YES,1,"$10,400.00",Jun-09,2010,No
1158,2,Mastercard,Debit,5307705411215340,Jul-22,574,YES,1,"$27,377.00",Jul-09,2016,No
1159,0,Mastercard,Credit,5050755589048170,Oct-24,657,YES,1,"$20,900.00",Nov-09,2010,No
1159,1,Mastercard,Debit,5045568837955020,Apr-24,043,YES,2,"$39,632.00",Jul-07,2013,No
1159,2,Mastercard,Debit (Prepaid),5570718950254390,Jan-20,437,YES,2,$44.00,Oct-01,2013,No
1159,3,Visa,Debit,4690085698241970,Jan-21,125,YES,1,"$48,489.00",Aug-10,2014,No
1159,4,Visa,Debit,4338834700731550,Jan-08,529,YES,2,"$32,725.00",Aug-06,2013,No
1159,5,Visa,Debit,4083090955300560,Dec-22,259,YES,2,"$36,940.00",Feb-10,2010,No
1160,0,Amex,Credit,394025181428995,Sep-20,465,YES,1,"$23,100.00",Jan-20,2020,No
1160,1,Mastercard,Debit,5534546903363090,Dec-22,833,YES,1,"$41,040.00",Jan-20,2020,No
1160,2,Amex,Credit,331368783471362,Dec-21,673,YES,2,"$13,200.00",Sep-15,2015,No
1160,3,Visa,Debit,4218957266147890,May-21,909,YES,2,"$29,200.00",Jun-15,2015,No
1161,0,Mastercard,Debit,5134582028672730,Oct-22,955,YES,3,"$13,831.00",Jan-20,2020,No
1162,0,Mastercard,Credit,5936696982149210,Mar-24,002,NO,1,"$18,900.00",Feb-20,2020,No
1162,1,Visa,Debit,4680529603481900,Feb-20,619,YES,1,"$39,850.00",Feb-20,2020,No
1163,0,Visa,Credit,4237922362360030,Sep-20,228,YES,1,"$13,900.00",Dec-09,2011,No
1163,1,Visa,Debit,4238638738530460,Dec-20,310,YES,2,"$17,470.00",Apr-05,2008,No
1163,2,Mastercard,Debit,5401027644157320,Sep-21,636,YES,1,"$2,267.00",Mar-08,2014,No
1163,3,Visa,Debit,4957976241533680,Apr-14,976,YES,2,"$4,031.00",Mar-09,2014,No
1163,4,Mastercard,Debit,5918431905940130,Nov-23,600,YES,2,"$21,833.00",Aug-07,2011,No
1163,5,Visa,Debit,4988009818611000,May-21,045,YES,2,"$16,857.00",Jan-11,2017,No
1163,6,Visa,Debit,4559661567211040,May-23,584,NO,1,"$2,518.00",Nov-10,2010,No
1163,7,Mastercard,Debit,5137677910118610,Mar-20,394,YES,2,"$12,863.00",Jul-06,2010,No
1164,0,Mastercard,Credit,5064256706957220,Jul-22,302,YES,2,"$12,700.00",May-10,2015,No
1164,1,Visa,Debit,4038689742921260,Dec-21,770,YES,3,"$2,851.00",Jan-06,2007,No
1164,2,Amex,Credit,334769960118945,Jun-20,735,YES,2,"$4,100.00",Jan-04,2004,No
1164,3,Mastercard,Debit,5322366368652290,Jan-16,702,YES,2,"$20,838.00",Jan-11,2011,No
1165,0,Mastercard,Debit,5092224613044030,Oct-20,419,YES,2,"$2,721.00",Feb-20,2020,No
1166,0,Visa,Credit,4000146965265890,Jul-23,014,YES,1,$400.00,May-02,2018,No
1166,1,Mastercard,Debit,5733036423097080,Mar-20,072,YES,2,$416.00,Sep-10,2010,No
1166,2,Mastercard,Debit,5461658879915680,Dec-24,595,YES,2,$625.00,Aug-96,2014,No
1167,0,Visa,Debit,4636387668938190,Sep-22,597,YES,2,"$20,858.00",Feb-06,2011,No
1167,1,Mastercard,Credit,5196692562051330,Nov-11,626,YES,2,"$11,200.00",Nov-11,2013,No
1167,2,Visa,Credit,4831831757232990,Feb-23,528,YES,2,"$8,800.00",May-07,2009,No
1167,3,Visa,Debit,4916961241194200,Dec-24,919,YES,1,"$10,360.00",Mar-08,2009,No
1167,4,Visa,Debit,4135358669694440,Jul-13,903,YES,1,"$11,578.00",Dec-12,2012,No
1167,5,Mastercard,Debit,5187136842441550,Jul-20,264,YES,2,"$13,016.00",Mar-08,2008,No
1167,6,Visa,Debit,4756917754933720,Jul-21,915,YES,1,"$13,754.00",May-16,2016,No
1168,0,Mastercard,Debit (Prepaid),5373505226427670,Dec-21,114,YES,1,$91.00,Feb-20,2020,No
1168,1,Visa,Debit,4146946026841280,Feb-20,069,YES,2,"$2,094.00",Feb-20,2020,No
1169,0,Visa,Debit,4094691617950050,Jul-20,376,YES,1,"$14,558.00",Apr-16,2016,No
1169,1,Visa,Debit,4974987012125940,Mar-23,050,YES,2,"$46,342.00",Feb-17,2017,No
1169,2,Mastercard,Credit,5880421569309040,Dec-23,504,YES,1,"$17,400.00",Jul-05,2016,No
1169,3,Mastercard,Debit,5155724078477840,Jun-24,606,YES,2,"$11,401.00",Feb-10,2016,No
1169,4,Visa,Debit,4827129780511980,Mar-24,941,YES,1,"$8,280.00",Jan-10,2010,No
1169,5,Discover,Credit,6267383831462520,Dec-12,640,YES,1,$0.00,Mar-06,2008,No
1169,6,Visa,Debit (Prepaid),4111624635847200,Feb-07,918,YES,1,$72.00,Aug-06,2011,No
1170,0,Visa,Credit,4832062433813250,Jun-20,469,YES,1,"$9,600.00",Aug-10,2011,No
1171,0,Discover,Credit,6093726906729130,Nov-24,528,YES,2,"$10,000.00",Feb-08,2011,No
1171,1,Mastercard,Debit,5842473997881240,Mar-24,157,YES,1,"$10,025.00",Aug-07,2010,No
1171,2,Mastercard,Debit,5802694499966890,Dec-22,808,YES,1,"$9,777.00",Jan-07,2009,No
1172,0,Mastercard,Debit,5589068436851280,Apr-21,771,YES,1,"$8,807.00",Feb-20,2020,No
1173,0,Mastercard,Debit (Prepaid),5191871350541390,Jun-18,642,YES,1,$92.00,Jul-06,2008,No
1173,1,Mastercard,Credit,5615229543290160,May-11,438,YES,1,"$11,400.00",Jul-08,2014,No
1173,2,Mastercard,Debit,5484162566176350,Nov-11,950,YES,2,"$16,687.00",Jul-11,2011,No
1173,3,Mastercard,Debit,5220792086851060,May-09,840,YES,2,"$3,974.00",Apr-06,2011,No
1174,0,Mastercard,Debit,5947340712205080,Sep-16,043,YES,1,"$23,768.00",Oct-11,2011,No
1174,1,Mastercard,Debit (Prepaid),5978888711772670,Aug-22,938,YES,1,$63.00,Jul-11,2011,No
1174,2,Visa,Credit,4290514131698270,Dec-23,197,YES,1,"$21,600.00",Dec-10,2010,No
1175,0,Visa,Debit,4204698331499700,Mar-24,098,YES,1,"$23,157.00",Mar-15,2015,No
1175,1,Visa,Debit (Prepaid),4867647786729300,Feb-20,504,YES,2,$54.00,Feb-20,2020,No
1176,0,Mastercard,Debit,5370998800503320,Jun-21,122,YES,2,"$11,986.00",Apr-10,2015,No
1177,0,Mastercard,Credit,5987609830796870,May-22,619,YES,1,"$12,600.00",Dec-04,2009,No
1177,1,Mastercard,Debit,5693761531134260,Feb-21,876,YES,2,"$4,340.00",Dec-11,2012,No
1177,2,Mastercard,Debit,5722400079160420,Jan-24,357,NO,2,"$8,149.00",Feb-04,2007,No
1178,0,Mastercard,Debit,5455392892256790,Jan-23,356,YES,1,"$23,688.00",Nov-11,2011,No
1178,1,Mastercard,Debit,5889825928297670,Sep-21,422,YES,1,"$19,948.00",Jan-95,2011,No
1179,0,Visa,Debit (Prepaid),4424096582531660,Apr-21,325,NO,2,$69.00,Feb-20,2020,No
1180,0,Visa,Credit,4284589688472750,May-05,664,YES,1,"$9,400.00",Sep-02,2006,No
1180,1,Amex,Credit,324067922186663,Aug-18,194,YES,1,"$3,300.00",Jan-12,2012,No
1180,2,Discover,Credit,6707808786309870,May-11,449,YES,2,"$11,100.00",Jan-03,2004,No
1180,3,Mastercard,Debit,5142952666869350,Jan-24,376,YES,2,"$23,792.00",Dec-98,2012,No
1181,0,Mastercard,Debit,5115060727983370,Sep-20,594,YES,2,"$13,224.00",Aug-11,2011,No
1181,1,Mastercard,Credit,5114764385128880,Dec-04,380,YES,1,"$10,700.00",Nov-01,2009,No
1181,2,Mastercard,Credit,5040568504566030,Apr-24,096,YES,2,"$13,100.00",Mar-06,2009,No
1182,0,Visa,Credit,4168726918316830,Jul-24,482,YES,1,"$10,900.00",Oct-10,2010,No
1183,0,Visa,Credit,4529046868574610,Nov-13,294,YES,1,"$6,600.00",Aug-10,2011,No
1183,1,Visa,Credit,4051609818366860,Nov-11,795,YES,1,"$11,400.00",Feb-10,2012,No
1184,0,Visa,Debit,4521242827079490,Mar-23,320,YES,1,"$15,847.00",Jan-20,2020,No
1184,1,Visa,Debit,4008657278264130,May-20,196,YES,1,"$13,006.00",Jan-20,2020,No
1185,0,Mastercard,Debit,5488012775349760,Oct-08,697,YES,2,"$5,029.00",Jan-03,2009,No
1185,1,Visa,Credit,4029286233026670,Sep-23,218,YES,2,"$15,000.00",Feb-12,2012,No
1185,2,Mastercard,Debit,5269354095711840,Feb-21,905,YES,2,"$14,348.00",Dec-11,2011,No
1185,3,Visa,Debit,4237044992015680,Oct-22,443,YES,2,"$24,876.00",Jan-06,2009,No
1185,4,Mastercard,Debit,5604394692366740,Jun-24,406,YES,2,"$13,523.00",Jan-20,2020,No
1185,5,Mastercard,Debit,5683839446492030,Apr-23,587,YES,1,"$21,434.00",Jan-19,2019,No
1186,0,Mastercard,Debit,5274366987658810,May-16,441,YES,1,"$19,206.00",Apr-07,2011,No
1186,1,Discover,Credit,6648294893325470,Mar-14,949,YES,2,"$15,000.00",Oct-11,2011,No
1186,2,Visa,Debit,4025390379737730,Feb-20,473,YES,2,"$24,617.00",Jul-04,2006,No
1187,0,Discover,Credit,6208996174626370,Feb-23,640,YES,2,"$6,600.00",May-16,2016,No
1188,0,Mastercard,Debit,5929990861229920,Jan-24,459,YES,1,"$4,304.00",Nov-97,2012,No
1188,1,Visa,Debit,4386430445774420,Mar-19,555,YES,2,"$1,269.00",Jan-05,2013,No
1188,2,Mastercard,Debit,5108584140975700,Jun-23,123,YES,1,"$3,458.00",Dec-04,2013,No
1188,3,Mastercard,Debit,5445062676850020,Sep-22,337,NO,2,"$6,775.00",Aug-01,2012,No
