User,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,CARD INDEX,Cards Issued,Card Type,Card Number,Expires,`CVV,Has Chip,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1267,Meadow Martinez,87,70,1932,8,Female,673 11th Drive,Saint Paul,MN,55123,44.94,-93.1,"$38,514.00 ","$60,652.00 ",$0.00 ,688,4,2,1,Debit,`5383684382213650,18-Mar,`931,YES,"$16,028.00 ",9-Feb,2009,No
1267,Meadow Martinez,87,70,1932,8,Female,673 11th Drive,Saint Paul,MN,55123,44.94,-93.1,"$38,514.00 ","$60,652.00 ",$0.00 ,688,4,3,2,Debit,`5085756475637520,21-Jan,`035,YES,"$25,411.00 ",2-Jul,2013,No
1268,Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,Los Angeles,CA,90022,34.02,-118.15,"$13,485.00 ","$27,494.00 ","$44,258.00 ",702,3,0,1,Debit,`4939717188461310,23-Oct,`395,NO,"$11,912.00 ",14-Jan,2014,No
1268,Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,Los Angeles,CA,90022,34.02,-118.15,"$13,485.00 ","$27,494.00 ","$44,258.00 ",702,3,1,2,Debit,`5174537590358880,24-Dec,`473,YES,"$13,064.00 ",17-Sep,2017,No
1268,Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,Los Angeles,CA,90022,34.02,-118.15,"$13,485.00 ","$27,494.00 ","$44,258.00 ",702,3,2,2,Debit,`5693986376592850,16-Oct,`390,YES,"$8,912.00 ",15-Oct,2015,No
1269,Juan Edwards,31,67,1988,4,Male,8446 Catherine Drive Apt. 698,Bakersfield,CA,93306,35.43,-118.83,"$19,023.00 ","$38,788.00 ","$77,448.00 ",716,1,0,2,Debit,`5609582366095380,20-Jan,`292,YES,"$15,962.00 ",8-Feb,2013,No
1270,Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard Apt. 4,Saint Charles,IL,60174,41.92,-88.3,"$33,847.00 ","$69,007.00 ","$52,218.00 ",720,4,0,1,Credit,`4048254149559970,20-Nov,`440,YES,"$18,200.00 ",5-Feb,2014,No
1270,Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard Apt. 4,Saint Charles,IL,60174,41.92,-88.3,"$33,847.00 ","$69,007.00 ","$52,218.00 ",720,4,1,2,Debit,`5119838138946120,16-Aug,`162,YES,"$3,450.00 ",6-Jul,2014,No
1270,Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard Apt. 4,Saint Charles,IL,60174,41.92,-88.3,"$33,847.00 ","$69,007.00 ","$52,218.00 ",720,4,2,1,Debit,`4698652103391030,21-May,`088,YES,"$3,450.00 ",8-Sep,2016,No
1270,Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard Apt. 4,Saint Charles,IL,60174,41.92,-88.3,"$33,847.00 ","$69,007.00 ","$52,218.00 ",720,4,3,1,Debit,`5631140574725940,23-Nov,`370,YES,"$39,598.00 ",Dec-99,2006,No
1271,Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194.00 ","$49,328.00 ","$6,197.00 ",693,5,0,1,Debit,`5041427711902770,22-Jan,`748,YES,"$36,502.00 ",16-Feb,2016,No
1271,Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194.00 ","$49,328.00 ","$6,197.00 ",693,5,1,1,Credit,`4757921989009510,23-Oct,`921,YES,"$14,900.00 ",6-May,2014,No
1271,Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194.00 ","$49,328.00 ","$6,197.00 ",693,5,2,1,Credit,`5871669086673410,20-Sep,`698,YES,"$11,800.00 ",12-Oct,2012,No
1271,Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194.00 ","$49,328.00 ","$6,197.00 ",693,5,3,1,Credit,`333081160230544,24-Jun,`480,YES,"$14,000.00 ",10-Feb,2012,No
1271,Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194.00 ","$49,328.00 ","$6,197.00 ",693,5,4,2,Credit,`4897401691817580,22-May,`951,YES,"$16,000.00 ",8-Aug,2009,No
1272,Maggie Faraday,65,61,1954,12,Female,35187 West Lane,Santa Barbara,CA,93109,34.4,-119.72,"$33,097.00 ","$35,404.00 ","$30,887.00 ",575,3,0,2,Debit,`5075163198448760,22-Oct,`030,YES,"$32,557.00 ",8-Mar,2008,No
1272,Maggie Faraday,65,61,1954,12,Female,35187 West Lane,Santa Barbara,CA,93109,34.4,-119.72,"$33,097.00 ","$35,404.00 ","$30,887.00 ",575,3,1,1,Debit,`5471442279898270,21-Feb,`537,NO,"$21,820.00 ",11-Dec,2011,No
1272,Maggie Faraday,65,61,1954,12,Female,35187 West Lane,Santa Barbara,CA,93109,34.4,-119.72,"$33,097.00 ","$35,404.00 ","$30,887.00 ",575,3,2,2,Debit,`5728056480439160,24-Jun,`992,YES,"$14,448.00 ",5-Sep,2011,No
1273,Hadley Davis,34,65,1985,3,Female,480 Ocean View Boulevard,Lakeside,CA,92040,32.9,-116.89,"$22,740.00 ","$46,361.00 ","$69,620.00 ",743,2,0,2,Debit,`5112985372677710,22-Aug,`062,YES,"$19,038.00 ",8-Oct,2010,No
1273,Hadley Davis,34,65,1985,3,Female,480 Ocean View Boulevard,Lakeside,CA,92040,32.9,-116.89,"$22,740.00 ","$46,361.00 ","$69,620.00 ",743,2,1,1,Debit,`5422967140573110,12-Mar,`803,YES,"$23,632.00 ",7-Jun,2009,No
1274,Darrell Gomez,54,66,1965,4,Male,1416 Bayview Avenue,Gainesville,FL,32608,29.67,-82.33,"$25,767.00 ","$52,538.00 ","$132,409.00 ",602,1,0,2,Debit,`5115906061769120,22-Dec,`219,YES,"$18,627.00 ",4-Jun,2010,No
1275,Amina Torres,73,65,1947,1,Female,835 Main Street Apt. 36,Brooklyn,NY,11216,40.64,-73.94,"$19,652.00 ","$31,317.00 ","$4,591.00 ",687,4,0,1,Debit (Prepaid),`5027092702312420,21-Aug,`052,YES,$86.00 ,19-Jun,2019,No
1275,Amina Torres,73,65,1947,1,Female,835 Main Street Apt. 36,Brooklyn,NY,11216,40.64,-73.94,"$19,652.00 ","$31,317.00 ","$4,591.00 ",687,4,1,1,Debit,`4940574343090020,14-Dec,`702,YES,"$18,944.00 ",14-Nov,2014,No
1275,Amina Torres,73,65,1947,1,Female,835 Main Street Apt. 36,Brooklyn,NY,11216,40.64,-73.94,"$19,652.00 ","$31,317.00 ","$4,591.00 ",687,4,2,1,Debit,`4276460060200380,22-Aug,`264,YES,"$20,962.00 ",5-Jan,2011,No
1275,Amina Torres,73,65,1947,1,Female,835 Main Street Apt. 36,Brooklyn,NY,11216,40.64,-73.94,"$19,652.00 ","$31,317.00 ","$4,591.00 ",687,4,3,1,Debit (Prepaid),`5271307942784930,16-Feb,`888,YES,$86.00 ,4-Jun,2006,No
1276,Lucca Thompson,28,66,1991,10,Male,7933 Plum Lane Apt. 78,Pomona,CA,91768,34.06,-117.79,"$16,025.00 ","$32,676.00 ","$88,515.00 ",641,1,0,2,Credit,`360424769741306,21-Oct,`352,NO,"$6,000.00 ",15-Dec,2015,No
1277,Jaiden Powell,33,60,1987,2,Male,6174 East Street,Portland,OR,97213,45.53,-122.6,"$26,647.00 ","$54,333.00 ","$103,224.00 ",584,1,0,1,Credit,`364278996069965,20-Feb,`191,YES,"$12,500.00 ",16-Jun,2016,No
1278,Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street Apt. 88,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$57,383.00 ","$20,725.00 ",799,4,0,1,Credit,`364647060276955,20-Apr,`223,YES,"$17,200.00 ",15-Oct,2015,No
1278,Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street Apt. 88,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$57,383.00 ","$20,725.00 ",799,4,1,1,Debit,`5012576433104470,15-Jan,`411,YES,"$31,163.00 ",14-Mar,2014,No
1278,Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street Apt. 88,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$57,383.00 ","$20,725.00 ",799,4,2,1,Debit (Prepaid),`5317204750431750,24-May,`412,YES,$59.00 ,13-Jun,2013,No
1278,Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street Apt. 88,Lawrenceville,GA,30043,33.94,-83.99,"$24,252.00 ","$57,383.00 ","$20,725.00 ",799,4,3,1,Credit,`5757079020713030,24-Jun,`544,NO,"$13,500.00 ",5-Apr,2009,No
1279,Wayne Morales,44,65,1975,3,Male,704 Third Avenue,Danielsville,GA,30633,34.12,-83.22,"$15,726.00 ","$32,064.00 ","$9,833.00 ",709,3,0,2,Credit,`4297525095541790,22-May,`049,YES,"$8,900.00 ",9-May,2010,No
1279,Wayne Morales,44,65,1975,3,Male,704 Third Avenue,Danielsville,GA,30633,34.12,-83.22,"$15,726.00 ","$32,064.00 ","$9,833.00 ",709,3,1,1,Credit,`5454401798231050,24-Dec,`360,YES,"$2,900.00 ",7-Jul,2012,No
1279,Wayne Morales,44,65,1975,3,Male,704 Third Avenue,Danielsville,GA,30633,34.12,-83.22,"$15,726.00 ","$32,064.00 ","$9,833.00 ",709,3,2,2,Debit (Prepaid),`5403639313421700,20-Apr,`283,YES,$89.00 ,9-Feb,2009,No
1280,Ember Merkel,53,66,1966,5,Female,810 Summit Lane,Cambridge,MD,21613,38.56,-76.07,"$16,852.00 ","$34,361.00 ","$41,375.00 ",643,1,0,2,Credit,`4578235631297140,23-Sep,`285,YES,"$5,200.00 ",8-Oct,2009,No
1281,Davian Ortiz,59,54,1960,9,Male,350 Jefferson Boulevard,Inglewood,CA,90302,33.97,-118.35,"$18,476.00 ","$28,245.00 ","$13,411.00 ",669,1,0,2,Debit,`5755010791716620,22-Apr,`497,YES,"$6,090.00 ",9-Nov,2011,No
1282,Kason Neufelder,26,69,1993,3,Male,4693 Essex Street Apt. 3,Rapid City,SD,57703,44.07,-103.23,"$18,816.00 ","$38,363.00 ","$63,974.00 ",838,3,0,1,Debit,`4177638630189990,20-Nov,`393,YES,"$31,072.00 ",14-Jan,2014,No
1282,Kason Neufelder,26,69,1993,3,Male,4693 Essex Street Apt. 3,Rapid City,SD,57703,44.07,-103.23,"$18,816.00 ","$38,363.00 ","$63,974.00 ",838,3,1,2,Credit,`326436217704163,23-Jun,`879,YES,"$11,200.00 ",20-Feb,2020,No
1282,Kason Neufelder,26,69,1993,3,Male,4693 Essex Street Apt. 3,Rapid City,SD,57703,44.07,-103.23,"$18,816.00 ","$38,363.00 ","$63,974.00 ",838,3,2,1,Debit (Prepaid),`5799877051065570,20-Feb,`466,YES,$38.00 ,20-Feb,2020,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,0,2,Debit,`5479439443272540,10-Nov,`248,YES,"$10,670.00 ",5-Jan,2009,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,1,2,Credit,`4503231152263500,24-Feb,`728,YES,"$5,900.00 ",6-Oct,2014,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,2,2,Credit,`354026281245694,17-Sep,`067,YES,"$7,600.00 ",17-Sep,2017,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,3,1,Debit (Prepaid),`5117972120762080,22-May,`969,YES,$95.00 ,19-Oct,2019,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,4,1,Credit,`4909834750137600,23-Apr,`264,NO,"$5,100.00 ",6-Mar,2006,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,5,1,Debit,`4708121064103290,20-Dec,`026,YES,"$1,753.00 ",6-Sep,2012,No
1283,Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475.00 ","$10,782.00 ",$346.00 ,770,7,6,2,Debit,`4887547650218590,24-Mar,`281,YES,"$8,427.00 ",6-Jan,2014,No
1284,Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951.00 ","$35,685.00 ","$1,135.00 ",714,5,0,1,Debit,`4653215018449180,14-Sep,`624,YES,"$27,006.00 ",7-Dec,2007,No
1284,Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951.00 ","$35,685.00 ","$1,135.00 ",714,5,1,1,Debit,`5454198029567960,23-Aug,`161,YES,"$34,348.00 ",9-May,2010,No
1284,Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951.00 ","$35,685.00 ","$1,135.00 ",714,5,2,1,Debit,`5278876115993600,8-Dec,`948,YES,"$25,659.00 ",8-Nov,2011,No
1284,Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951.00 ","$35,685.00 ","$1,135.00 ",714,5,3,2,Credit,`4844646610537450,20-Aug,`174,YES,"$14,500.00 ",10-Mar,2010,No
1284,Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951.00 ","$35,685.00 ","$1,135.00 ",714,5,4,1,Credit,`4343987004496520,24-Sep,`081,YES,"$16,400.00 ",8-Nov,2008,No
1285,Anne Cox,49,70,1971,2,Female,916 Birch Drive,Naples,FL,34109,26.14,-81.79,"$25,006.00 ","$50,984.00 ","$65,126.00 ",616,2,0,2,Debit,`4166845388863480,20-Sep,`285,YES,"$9,418.00 ",7-Jul,2007,No
1285,Anne Cox,49,70,1971,2,Female,916 Birch Drive,Naples,FL,34109,26.14,-81.79,"$25,006.00 ","$50,984.00 ","$65,126.00 ",616,2,1,1,Debit,`5021195779307060,Jul-00,`818,YES,"$20,677.00 ",Feb-00,2011,No
1286,Clare Foster,48,65,1971,9,Female,76 Lexington Boulevard Apt. 6458,Iowa City,IA,52240,41.65,-91.53,"$23,238.00 ","$47,374.00 ","$35,312.00 ",714,2,0,1,Debit,`5407924790398150,21-Aug,`069,YES,"$21,900.00 ",8-Nov,2011,No
1286,Clare Foster,48,65,1971,9,Female,76 Lexington Boulevard Apt. 6458,Iowa City,IA,52240,41.65,-91.53,"$23,238.00 ","$47,374.00 ","$35,312.00 ",714,2,1,2,Credit,`338642228553287,24-Aug,`678,NO,"$13,100.00 ",9-Sep,2009,No
1287,Rey Lee,33,66,1986,3,Male,632 Pine Drive,Cordova,TN,38016,35.15,-89.75,"$27,474.00 ","$56,018.00 ","$100,163.00 ",739,2,0,2,Credit,`4274011202694030,22-Jun,`289,YES,"$25,400.00 ",9-Jun,2012,No
1287,Rey Lee,33,66,1986,3,Male,632 Pine Drive,Cordova,TN,38016,35.15,-89.75,"$27,474.00 ","$56,018.00 ","$100,163.00 ",739,2,1,2,Debit,`5092747474352980,11-Feb,`356,YES,"$21,177.00 ",6-Aug,2007,No
1288,Rylie Campbell,23,65,1996,6,Female,427 Martin Luther King Street Apt. 3,Spring,TX,77389,30.06,-95.38,"$35,807.00 ","$73,011.00 ","$240,352.00 ",794,2,0,1,Credit,`5121470572571840,22-Jun,`529,YES,"$20,700.00 ",20-Feb,2020,No
1288,Rylie Campbell,23,65,1996,6,Female,427 Martin Luther King Street Apt. 3,Spring,TX,77389,30.06,-95.38,"$35,807.00 ","$73,011.00 ","$240,352.00 ",794,2,1,2,Credit,`310441130576257,24-Apr,`394,YES,"$12,600.00 ",20-Feb,2020,No
1289,Thea Johnson,59,60,1960,6,Female,1892 Catherine Street,Cave City,KY,42127,37.13,-85.96,"$13,456.00 ","$27,439.00 ","$84,665.00 ",631,1,0,2,Debit,`5960113726065280,8-Dec,`880,NO,"$15,122.00 ",8-Nov,2010,No
1290,Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard Apt. 5,Jacksonville,FL,32222,30.33,-81.65,"$20,710.00 ","$42,229.00 ",$0.00 ,688,3,0,1,Debit,`4915076647608170,23-Aug,`063,NO,"$14,708.00 ",14-Jan,2014,No
1290,Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard Apt. 5,Jacksonville,FL,32222,30.33,-81.65,"$20,710.00 ","$42,229.00 ",$0.00 ,688,3,1,2,Debit,`4535134357521440,22-Mar,`877,YES,"$19,197.00 ",13-Apr,2013,No
1290,Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard Apt. 5,Jacksonville,FL,32222,30.33,-81.65,"$20,710.00 ","$42,229.00 ",$0.00 ,688,3,2,1,Debit,`5325994058715060,22-Apr,`617,YES,"$14,830.00 ",14-Dec,2014,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,0,1,Debit,`5709693631749930,21-Oct,`320,YES,"$6,631.00 ",Sep-99,2012,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,1,1,Debit,`5774873617908680,24-Aug,`550,YES,"$13,910.00 ",10-Dec,2016,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,2,2,Credit,`5352138305305280,24-May,`190,YES,"$6,900.00 ",14-Sep,2014,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,3,1,Debit,`5152221647441110,20-Oct,`628,YES,"$19,955.00 ",Nov-94,2007,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,4,2,Debit (Prepaid),`5318319036148540,24-Aug,`577,YES,$66.00 ,12-Nov,2012,No
1291,Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040.00 ","$42,900.00 ","$111,007.00 ",802,6,5,1,Credit,`4110883178370890,24-Apr,`317,YES,"$9,900.00 ",9-Jun,2009,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,0,1,Credit,`6457800663577680,12-Jan,`285,YES,"$9,200.00 ",10-Sep,2010,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,1,1,Debit,`5810725153736830,22-May,`279,YES,"$9,420.00 ",10-Oct,2012,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,2,2,Debit (Prepaid),`5486503850400560,21-May,`264,NO,$49.00 ,7-Feb,2011,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,3,2,Debit,`4023270767899220,20-Apr,`032,YES,"$18,535.00 ",8-Dec,2008,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,4,1,Debit,`4442324693688140,23-Sep,`130,YES,"$10,104.00 ",10-Oct,2015,No
1292,Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224.00 ","$39,191.00 ","$43,396.00 ",756,6,5,2,Debit (Prepaid),`4820966230615070,22-Nov,`662,YES,$63.00 ,3-Jan,2010,No
1293,Brennan Johnson,18,68,2001,6,Male,3033 Maple Lane,Mc Lean,VA,22101,38.94,-77.19,"$62,840.00 ","$128,123.00 ","$135,808.00 ",699,1,0,1,Debit,`5550802323458250,22-Sep,`862,YES,"$61,407.00 ",20-Jan,2020,No
1294,Clyde Wright,68,71,1951,9,Male,26 El Camino Street,Zion Grove,PA,17985,40.93,-76.25,"$20,340.00 ","$41,473.00 ","$98,151.00 ",724,3,0,3,Credit,`5187732819891500,14-Dec,`087,YES,"$10,100.00 ",12-Mar,2012,No
1294,Clyde Wright,68,71,1951,9,Male,26 El Camino Street,Zion Grove,PA,17985,40.93,-76.25,"$20,340.00 ","$41,473.00 ","$98,151.00 ",724,3,1,2,Debit,`4385795693863370,24-Jun,`806,YES,"$31,535.00 ",5-Feb,2009,No
1294,Clyde Wright,68,71,1951,9,Male,26 El Camino Street,Zion Grove,PA,17985,40.93,-76.25,"$20,340.00 ","$41,473.00 ","$98,151.00 ",724,3,2,1,Debit,`5531706766680780,15-Aug,`158,YES,"$21,282.00 ",13-Nov,2013,No
1295,Andy Bell,76,67,1943,8,Male,772 Lexington Street Apt. 2,Delphos,OH,45833,40.84,-84.33,"$18,287.00 ","$37,829.00 ","$20,185.00 ",658,4,0,1,Credit,`4141753158398480,22-Mar,`011,YES,"$5,100.00 ",10-Apr,2011,No
1295,Andy Bell,76,67,1943,8,Male,772 Lexington Street Apt. 2,Delphos,OH,45833,40.84,-84.33,"$18,287.00 ","$37,829.00 ","$20,185.00 ",658,4,1,1,Debit,`5220177364102100,20-Feb,`680,YES,"$14,103.00 ",Jun-99,2008,No
1295,Andy Bell,76,67,1943,8,Male,772 Lexington Street Apt. 2,Delphos,OH,45833,40.84,-84.33,"$18,287.00 ","$37,829.00 ","$20,185.00 ",658,4,2,2,Debit,`4984493732494800,22-Jul,`688,YES,"$21,847.00 ",5-Jul,2011,No
1295,Andy Bell,76,67,1943,8,Male,772 Lexington Street Apt. 2,Delphos,OH,45833,40.84,-84.33,"$18,287.00 ","$37,829.00 ","$20,185.00 ",658,4,3,1,Debit,`5175150411772710,20-Sep,`502,YES,"$28,425.00 ",13-Oct,2013,No
1296,Daniella Robinson,21,68,1998,8,Female,3701 Birch Street,Lansing,MI,48911,42.7,-84.55,"$16,954.00 ","$34,568.00 ","$81,953.00 ",765,1,0,1,Debit,`4236028748423160,20-Feb,`721,YES,"$4,087.00 ",20-Jan,2020,No
1297,Adrian Perez,71,74,1948,6,Male,2786 Forest Lane Apt. 7,Springfield,OH,45506,39.92,-83.79,"$14,342.00 ","$29,243.00 ","$30,686.00 ",726,4,0,2,Credit,`389912068048719,23-Sep,`269,YES,"$8,200.00 ",Jul-98,2011,No
1297,Adrian Perez,71,74,1948,6,Male,2786 Forest Lane Apt. 7,Springfield,OH,45506,39.92,-83.79,"$14,342.00 ","$29,243.00 ","$30,686.00 ",726,4,1,2,Debit,`4299508349741770,21-Sep,`579,YES,"$1,462.00 ",2-Apr,2013,No
1297,Adrian Perez,71,74,1948,6,Male,2786 Forest Lane Apt. 7,Springfield,OH,45506,39.92,-83.79,"$14,342.00 ","$29,243.00 ","$30,686.00 ",726,4,2,2,Debit (Prepaid),`4569310605904110,21-Jul,`990,YES,$58.00 ,11-Feb,2011,No
1297,Adrian Perez,71,74,1948,6,Male,2786 Forest Lane Apt. 7,Springfield,OH,45506,39.92,-83.79,"$14,342.00 ","$29,243.00 ","$30,686.00 ",726,4,3,2,Debit,`5488342944613900,11-Mar,`880,YES,$142.00 ,Mar-99,2014,No
1298,Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,Pensacola,FL,32504,30.44,-87.18,"$22,247.00 ","$45,360.00 ","$14,587.00 ",704,3,0,1,Debit,`4843491272960880,17-Jan,`625,YES,"$18,105.00 ",12-Aug,2012,No
1298,Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,Pensacola,FL,32504,30.44,-87.18,"$22,247.00 ","$45,360.00 ","$14,587.00 ",704,3,1,1,Credit,`4417513283605630,14-Apr,`084,YES,"$10,900.00 ",2-Jul,2013,No
1298,Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,Pensacola,FL,32504,30.44,-87.18,"$22,247.00 ","$45,360.00 ","$14,587.00 ",704,3,2,1,Credit,`4419924074647230,21-Dec,`001,NO,"$12,800.00 ",7-Sep,2011,No
1299,Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,Wenonah,NJ,8090,39.79,-75.14,"$26,193.00 ","$53,407.00 ","$125,586.00 ",767,3,0,1,Debit,`4058050157220590,20-Mar,`102,YES,"$2,670.00 ",11-Jan,2011,No
1299,Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,Wenonah,NJ,8090,39.79,-75.14,"$26,193.00 ","$53,407.00 ","$125,586.00 ",767,3,1,2,Credit,`5873495069998570,18-Oct,`162,YES,"$14,700.00 ",12-May,2012,No
1299,Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,Wenonah,NJ,8090,39.79,-75.14,"$26,193.00 ","$53,407.00 ","$125,586.00 ",767,3,2,1,Debit (Prepaid),`5808136548740010,23-Jul,`131,YES,$100.00 ,20-Jan,2020,No
1300,Dakota Martinez,21,70,1998,9,Female,1241 11th Boulevard,Rosemead,CA,91770,34.06,-118.08,"$16,101.00 ","$32,829.00 ","$44,141.00 ",652,1,0,2,Debit,`5351705189279020,21-Dec,`895,YES,"$1,680.00 ",20-Jan,2020,No
1301,Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive Apt. 895,Gretna,LA,70056,29.91,-90.05,"$20,042.00 ","$39,832.00 ","$5,377.00 ",785,4,0,1,Debit,`4574140981154350,16-Aug,`627,YES,"$18,579.00 ",15-Sep,2015,No
1301,Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive Apt. 895,Gretna,LA,70056,29.91,-90.05,"$20,042.00 ","$39,832.00 ","$5,377.00 ",785,4,1,1,Credit,`5595598905079190,21-Sep,`015,YES,"$13,200.00 ",10-Jul,2010,No
1301,Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive Apt. 895,Gretna,LA,70056,29.91,-90.05,"$20,042.00 ","$39,832.00 ","$5,377.00 ",785,4,2,2,Credit,`381186607769548,23-Apr,`440,YES,"$1,900.00 ",20-Feb,2020,No
1301,Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive Apt. 895,Gretna,LA,70056,29.91,-90.05,"$20,042.00 ","$39,832.00 ","$5,377.00 ",785,4,3,2,Credit,`4844474344137390,24-Jul,`601,YES,"$17,100.00 ",11-Aug,2011,No
1302,Emerson Rogers,31,68,1988,9,Female,256 Jefferson Street,Henrico,VA,23231,37.55,-77.46,"$21,602.00 ","$44,041.00 ","$109,159.00 ",680,2,0,1,Debit,`4522536096309010,15-Oct,`832,NO,"$16,820.00 ",14-May,2014,No
